ID,Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label
2336,10.200.1.118-10.200.7.8-0-0-0,10.200.1.118,0,10.200.7.8,0,0,09/05/201709:09:16,502,4,3,0,0,0,0,0,0,0,0,0,0,0,13944.2231075697,83.6666666667,164.9504976248,416,0,70,23.3333333333,39.5516539899,69,0,16,8,9.8994949366,15,1,0,0,0,0,0,0,7968.1274900398,5976.0956175299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2337,10.200.1.118-10.200.7.9-0-0-0,10.200.1.118,0,10.200.7.9,0,0,09/05/201709:10:20,104,3,5,0,0,0,0,0,0,0,0,0,0,0,76923.0769230769,14.8571428571,25.1954266447,68,0,27,13.5,17.6776695297,26,1,9,2.25,3.3040379336,7,0,0,0,0,0,0,0,28846.1538461538,48076.9230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2338,10.200.1.118-10.200.7.218-0-0-0,10.200.1.118,0,10.200.7.218,0,0,09/05/201709:09:13,279,3,4,0,0,0,0,0,0,0,0,0,0,0,25089.605734767,46.5,108.0384190925,267,1,7,3.5,3.5355339059,6,1,5,1.6666666667,0.5773502692,2,1,0,0,0,0,0,0,10752.688172043,14336.917562724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2339,10.200.1.118-10.200.7.195-0-0-0,10.200.1.118,0,10.200.7.195,0,0,09/05/201709:12:35,242,3,3,0,0,0,0,0,0,0,0,0,0,0,24793.3884297521,48.4,81.6535363594,192,1,4,2,1.4142135624,3,1,46,23,21.2132034356,38,8,0,0,0,0,0,0,12396.694214876,12396.694214876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2340,10.200.1.118-10.200.7.6-0-0-0,10.200.1.118,0,10.200.7.6,0,0,09/05/201709:14:07,397,3,3,0,0,0,0,0,0,0,0,0,0,0,15113.3501259446,79.4,103.3842347749,251,0,93,46.5,64.346717088,92,1,53,26.5,37.4766594029,53,0,0,0,0,0,0,0,7556.6750629723,7556.6750629723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2341,10.200.1.118-10.200.7.4-0-0-0,10.200.1.118,0,10.200.7.4,0,0,09/05/201709:14:11,244,3,5,0,0,0,0,0,0,0,0,0,0,0,32786.8852459016,34.8571428571,40.3419904129,111,1,44,22,29.6984848098,43,1,89,22.25,26.5753645318,61,1,0,0,0,0,0,0,12295.0819672131,20491.8032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2342,10.200.1.118-10.200.7.218-0-0-0,10.200.1.118,0,10.200.7.218,0,0,09/05/201709:14:13,392,4,4,0,0,0,0,0,0,0,0,0,0,0,20408.1632653061,56,118.4637778676,319,0,67,22.3333333333,37.8197479279,66,0,6,2,3.4641016151,6,0,0,0,0,0,0,0,10204.0816326531,10204.0816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2343,10.200.1.118-10.200.7.199-0-0-0,10.200.1.118,0,10.200.7.199,0,0,09/05/201709:14:13,134,2,3,0,0,0,0,0,0,0,0,0,0,0,37313.4328358209,33.5,31.4165561448,80,13,25,25,0,25,25,29,14.5,2.1213203436,16,13,0,0,0,0,0,0,14925.3731343284,22388.0597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2344,10.200.1.118-10.200.7.194-0-0-0,10.200.1.118,0,10.200.7.194,0,0,09/05/201709:14:13,72,3,5,0,0,0,0,0,0,0,0,0,0,0,111111.111111111,10.2857142857,13.4376868758,28,0,0,0,0,0,0,44,11,13.6137185711,28,0,0,0,0,0,0,0,41666.6666666667,69444.4444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2345,10.200.1.118-10.200.7.7-0-0-0,10.200.1.118,0,10.200.7.7,0,0,09/05/201709:14:15,316,4,4,0,0,0,0,0,0,0,0,0,0,0,25316.4556962025,45.1428571429,71.2821356101,190,1,92,30.6666666667,51.3841739579,90,1,34,11.3333333333,9.0737717259,18,1,0,0,0,0,0,0,12658.2278481013,12658.2278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2346,10.200.1.118-10.200.7.8-0-0-0,10.200.1.118,0,10.200.7.8,0,0,09/05/201709:14:16,138,4,4,0,0,0,0,0,0,0,0,0,0,0,57971.0144927536,19.7142857143,38.7673156397,105,0,26,8.6666666667,15.0111069989,26,0,7,2.3333333333,3.2145502537,6,0,0,0,0,0,0,0,28985.5072463768,28985.5072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2347,10.200.1.118-10.200.7.217-0-0-0,10.200.1.118,0,10.200.7.217,0,0,09/05/201709:14:21,302,4,4,0,0,0,0,0,0,0,0,0,0,0,26490.0662251656,43.1428571429,103.0961178891,276,0,25,8.3333333333,14.4337567297,25,0,1,0.3333333333,0.5773502692,1,0,0,0,0,0,0,0,13245.0331125828,13245.0331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2348,10.200.1.118-10.200.7.217-0-0-0,10.200.1.118,0,10.200.7.217,0,0,09/05/201709:19:21,153,4,4,0,0,0,0,0,0,0,0,0,0,0,52287.5816993464,21.8571428571,56.0667119642,149,0,3,1,0,1,1,1,0.3333333333,0.5773502692,1,0,0,0,0,0,0,0,26143.7908496732,26143.7908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2349,10.200.1.118-10.200.7.4-0-0-0,10.200.1.118,0,10.200.7.4,0,0,09/05/201709:19:11,61,3,5,0,0,0,0,0,0,0,0,0,0,0,131147.540983607,8.7142857143,12.1341705624,33,1,6,3,2.8284271247,5,1,38,9.5,15.6950098227,33,1,0,0,0,0,0,0,49180.3278688525,81967.2131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2350,10.200.1.118-10.200.7.199-0-0-0,10.200.1.118,0,10.200.7.199,0,0,09/05/201709:19:13,140,3,3,0,0,0,0,0,0,0,0,0,0,0,42857.1428571429,28,36.8510515454,82,1,6,3,2.8284271247,5,1,52,26,35.3553390593,51,1,0,0,0,0,0,0,21428.5714285714,21428.5714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2351,10.200.1.118-10.200.7.5-0-0-0,10.200.1.118,0,10.200.7.5,0,0,09/05/201709:15:51,89,3,5,0,0,0,0,0,0,0,0,0,0,0,89887.6404494382,12.7142857143,20.8463768692,55,0,27,13.5,17.6776695297,26,1,7,1.75,2.8722813233,6,0,0,0,0,0,0,0,33707.8651685393,56179.7752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2352,10.200.1.118-10.200.7.6-0-0-0,10.200.1.118,0,10.200.7.6,0,0,09/05/201709:19:07,98,3,3,0,0,0,0,0,0,0,0,0,0,0,61224.4897959184,19.6,28.0142820718,63,0,34,17,22.627416998,33,1,1,0.5,0.7071067812,1,0,0,0,0,0,0,0,30612.2448979592,30612.2448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2353,10.200.1.118-10.200.7.195-0-0-0,10.200.1.118,0,10.200.7.195,0,0,09/05/201709:17:35,795,3,3,0,0,0,0,0,0,0,0,0,0,0,7547.1698113208,159,187.8669742131,442,14,79,39.5,36.0624458405,65,14,274,137,173.9482681719,260,14,0,0,0,0,0,0,3773.5849056604,3773.5849056604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2354,10.200.1.118-10.200.7.196-0-0-0,10.200.1.118,0,10.200.7.196,0,0,09/05/201709:15:53,247,3,5,0,0,0,0,0,0,0,0,0,0,0,32388.6639676113,35.2857142857,80.7871984201,217,0,1,0.5,0.7071067812,1,0,29,7.25,13.8413631313,28,0,0,0,0,0,0,0,12145.7489878543,20242.9149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2355,10.200.1.118-10.200.7.194-0-0-0,10.200.1.118,0,10.200.7.194,0,0,09/05/201709:19:13,200,3,3,0,0,0,0,0,0,0,0,0,0,0,30000,40,82.7556644587,188,1,8,4,2.8284271247,6,2,4,2,1.4142135624,3,1,0,0,0,0,0,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2356,10.200.1.118-10.200.7.7-0-0-0,10.200.1.118,0,10.200.7.7,0,0,09/05/201709:19:15,263,4,4,0,0,0,0,0,0,0,0,0,0,0,30418.2509505703,37.5714285714,72.1037612122,196,0,17,5.6666666667,8.9628864398,16,0,50,16.6666666667,28.0059517484,49,0,0,0,0,0,0,0,15209.1254752852,15209.1254752852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2357,10.200.1.118-10.200.7.8-0-0-0,10.200.1.118,0,10.200.7.8,0,0,09/05/201709:19:16,190,4,4,0,0,0,0,0,0,0,0,0,0,0,42105.2631578947,27.1428571429,59.1140946854,159,0,30,10,16.4620776332,29,0,1,0.3333333333,0.5773502692,1,0,0,0,0,0,0,0,21052.6315789474,21052.6315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2358,10.200.1.118-10.200.7.9-0-0-0,10.200.1.118,0,10.200.7.9,0,0,09/05/201709:15:20,108,3,5,0,0,0,0,0,0,0,0,0,0,0,74074.0740740741,15.4285714286,28.6987638692,79,0,1,0.5,0.7071067812,1,0,28,7,7.5277265271,14,0,0,0,0,0,0,0,27777.7777777778,46296.2962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2359,10.200.1.118-10.200.7.218-0-0-0,10.200.1.118,0,10.200.7.218,0,0,09/05/201709:19:13,568,4,4,0,0,0,0,0,0,0,0,0,0,0,14084.5070422535,81.1428571429,188.9007045791,509,1,29,9.6666666667,14.1539158304,26,1,30,10,8,18,2,0,0,0,0,0,0,7042.2535211268,7042.2535211268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2360,10.200.1.118-10.200.7.9-0-0-0,10.200.1.118,0,10.200.7.9,0,0,09/05/201709:20:20,125,3,5,0,0,0,0,0,0,0,0,0,0,0,64000,17.8571428571,25.0827202899,70,0,70,35,49.4974746831,70,0,39,9.75,12.5266382827,27,0,0,0,0,0,0,0,24000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2361,10.200.1.118-10.200.7.5-0-0-0,10.200.1.118,0,10.200.7.5,0,0,09/05/201709:20:51,304,3,5,0,0,0,0,0,0,0,0,0,0,0,26315.7894736842,43.4285714286,57.1776679682,152,0,100,50,57.9827560573,91,9,52,13,15.0111069989,26,0,0,0,0,0,0,0,9868.4210526316,16447.3684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2362,10.200.1.118-10.200.7.196-0-0-0,10.200.1.118,0,10.200.7.196,0,0,09/05/201709:20:53,337,3,5,0,0,0,0,0,0,0,0,0,0,0,23738.8724035608,48.1428571429,85.6746336855,228,0,90,45,63.6396103068,90,0,19,4.75,5.5,12,0,0,0,0,0,0,0,8902.0771513353,14836.7952522255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2363,10.200.1.118-10.200.7.217-0-0-0,10.200.1.118,0,10.200.7.217,0,0,09/05/201709:24:21,496,4,4,0,0,0,0,0,0,0,0,0,0,0,16129.0322580645,70.8571428571,156.966481105,426,1,40,13.3333333333,10.7857931249,21,1,30,10,14.7309198627,27,1,0,0,0,0,0,0,8064.5161290323,8064.5161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2364,10.200.1.118-10.200.7.4-0-0-0,10.200.1.118,0,10.200.7.4,0,0,09/05/201709:24:11,214,3,5,0,0,0,0,0,0,0,0,0,0,0,37383.1775700935,30.5714285714,34.0433896807,81,1,6,3,2.8284271247,5,1,130,32.5,32.4602320797,81,13,0,0,0,0,0,0,14018.691588785,23364.4859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2365,10.200.1.118-10.200.7.199-0-0-0,10.200.1.118,0,10.200.7.199,0,0,09/05/201709:24:13,109,3,5,0,0,0,0,0,0,0,0,0,0,0,73394.495412844,15.5714285714,17.5580669291,43,0,2,1,0,1,1,71,17.75,18.1544301297,43,0,0,0,0,0,0,0,27522.9357798165,45871.5596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2366,10.200.1.118-10.200.7.5-0-0-0,10.200.1.118,0,10.200.7.5,0,0,09/05/201709:25:51,143,3,5,0,0,0,0,0,0,0,0,0,0,0,55944.0559440559,20.4285714286,32.6693390549,73,0,63,31.5,44.5477272148,63,0,7,1.75,2.2173557826,5,0,0,0,0,0,0,0,20979.020979021,34965.034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2367,10.200.1.118-10.200.7.6-0-0-0,10.200.1.118,0,10.200.7.6,0,0,09/05/201709:24:07,314,3,3,0,0,0,0,0,0,0,0,0,0,0,19108.2802547771,62.8,98.9732287035,237,2,5,2.5,0.7071067812,3,2,72,36,11.313708499,44,28,0,0,0,0,0,0,9554.1401273885,9554.1401273885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2368,10.200.1.118-10.200.7.195-0-0-0,10.200.1.118,0,10.200.7.195,0,0,09/05/201709:22:35,181,3,5,0,0,0,0,0,0,0,0,0,0,0,44198.8950276243,25.8571428571,24.7482563118,57,0,0,0,0,0,0,124,31,20.5101600839,55,6,0,0,0,0,0,0,16574.5856353591,27624.3093922652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2369,10.200.1.118-10.200.7.196-0-0-0,10.200.1.118,0,10.200.7.196,0,0,09/05/201709:25:53,147,2,5,0,0,0,0,0,0,0,0,0,0,0,47619.0476190476,24.5,34.3438495221,89,0,22,22,0,22,22,36,9,16.0208197876,33,0,0,0,0,0,0,0,13605.4421768707,34013.6054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2370,10.200.1.118-10.200.7.194-0-0-0,10.200.1.118,0,10.200.7.194,0,0,09/05/201709:24:13,287,3,5,0,0,0,0,0,0,0,0,0,0,0,27874.5644599303,41,62.5539766921,166,1,2,1,0,1,1,119,29.75,37.17862289,79,1,0,0,0,0,0,0,10452.9616724739,17421.6027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2371,10.200.1.118-10.200.7.7-0-0-0,10.200.1.118,0,10.200.7.7,0,0,09/05/201709:24:15,212,4,4,0,0,0,0,0,0,0,0,0,0,0,37735.8490566038,30.2857142857,79.2479532558,210,0,1,0.3333333333,0.5773502692,1,0,1,0.3333333333,0.5773502692,1,0,0,0,0,0,0,0,18867.9245283019,18867.9245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2372,10.200.1.118-10.200.7.9-0-0-0,10.200.1.118,0,10.200.7.9,0,0,09/05/201709:25:20,56,3,3,0,0,0,0,0,0,0,0,0,0,0,107142.857142857,11.2,15.3362316101,28,0,28,14,19.7989898732,28,0,0,0,0,0,0,0,0,0,0,0,0,53571.4285714286,53571.4285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2373,10.200.1.118-10.200.7.218-0-0-0,10.200.1.118,0,10.200.7.218,0,0,09/05/201709:24:13,264,4,4,0,0,0,0,0,0,0,0,0,0,0,30303.0303030303,37.7142857143,62.165677255,145,1,149,49.6666666667,82.5671443937,145,1,5,1.6666666667,0.5773502692,2,1,0,0,0,0,0,0,15151.5151515152,15151.5151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
2374,178.79.148.48-10.200.7.194-22-58656-6,10.200.7.194,58656,178.79.148.48,22,6,09/05/201709:11:19,20187707,18,10,2741,1237,752,0,152.2777777778,197.8436119041,608,0,123.7,221.3172935955,197.0506110476,1.3869826821,747692.851851852,1775674.17643154,7247292,1,20187707,1187512.17647059,2137526.60189509,7247292,525,774010,86001.1111111111,100310.620291977,203452,1,0,0,0,0,584,328,0.8916317242,0.4953509579,0,752,137.1724137931,200.9785114607,40392.3620689655,0,0,0,1,0,0,0,0,0,142.0714285714,152.2777777778,123.7,584,0,0,0,0,0,0,18,2741,10,1237,14600,238,12,32,7751200,0,7751200,7751200,7247292,0,7247292,7247292,BENIGN
2375,10.200.7.194-109.228.17.136-46112-22-6,10.200.7.194,46112,109.228.17.136,22,6,09/05/201709:11:39,20215578,17,11,2748,2433,752,0,161.6470588235,199.8352262417,1448,0,221.1818181818,445.9302228335,256.2875026378,1.385070464,748725.111111111,1810419.83471914,8354494,0,20215578,1263473.625,2234042.89330233,8354494,376,1144788,114478.8,105469.486737265,244720,0,0,0,0,0,552,360,0.8409356388,0.5441348251,0,1448,178.6551724138,309.6203061657,95864.7339901478,0,0,0,1,0,0,0,0,0,185.0357142857,161.6470588235,221.1818181818,552,0,0,0,0,0,0,17,2748,11,2433,14600,249,12,32,9186902,0,9186902,9186902,8354494,0,8354494,8354494,BENIGN
2376,178.79.148.48-10.200.7.194-22-58656-6,10.200.7.194,58656,178.79.148.48,22,6,09/05/201709:11:49,28996664,2,0,576,0,288,288,288,0,0,0,0,0,19.8643540512,0.0689734516,28996664,0,28996664,28996664,28996664,28996664,0,28996664,28996664,0,0,0,0,0,1,0,0,0,64,0,0.0689734516,0,288,288,288,0,0,0,1,0,0,1,0,0,0,0,432,288,0,64,0,0,0,0,0,0,2,576,0,0,264,-1,1,32,0,0,0,0,28996664,0,28996664,28996664,BENIGN
2377,10.200.7.195-23.101.158.111-54387-443-6,10.200.7.195,54387,23.101.158.111,443,6,09/05/201709:09:50,60164665,11,11,1472,10903,1045,0,133.8181818182,317.497974224,3120,0,991.1818181818,1167.5701964492,205.6855132493,0.3656631347,2864984.04761905,12839052.3757569,58896109,0,60164665,6016466.5,18580814.2502988,58896109,0,1268252,126825.2,177537.79810558,502927,0,0,0,0,0,360,360,0.1828315673,0.1828315673,0,3120,538.0434782609,928.9730144951,862990.861660079,0,0,0,1,0,0,0,0,1,562.5,133.8181818182,991.1818181818,360,0,0,0,0,0,0,11,1472,11,10903,14600,18,3,32,0,0,0,0,0,0,0,0,BENIGN
2378,213.171.222.108-10.200.7.195-53-60764-6,10.200.7.195,60764,213.171.222.108,53,6,09/05/201709:11:40,20300611,25,18,13272,6096,2182,0,530.88,647.2725031494,1448,0,338.6666666667,577.3904785376,954.0599541561,2.1181628474,483347.880952381,1564495.30753514,9056122,0,20300611,845858.791666667,2014902.05239372,9056122,0,2334345,137314.411764706,241190.365162318,956419,0,0,0,0,0,808,608,1.2314900276,0.8866728198,0,2182,440.1818181818,615.8270397746,379242.942917548,0,0,0,1,0,0,0,0,0,450.4186046512,530.88,338.6666666667,808,0,0,0,0,0,0,25,13272,18,6096,14600,453,19,32,11073757,0,11073757,11073757,9056122,0,9056122,9056122,BENIGN
2379,151.101.130.2-10.200.7.196-80-57553-6,10.200.7.196,57553,151.101.130.2,80,6,09/05/201709:08:37,60703970,10,10,5708,3884,2978,0,570.8,1019.290908208,1535,0,388.4,611.0825003404,158.0127296452,0.3294677432,3194945.78947368,13704761.6931192,59785929,0,60703970,6744885.55555556,19891185.0700871,59785929,0,917090,101898.888888889,181679.772511585,489784,0,0,0,0,0,328,328,0.1647338716,0.1647338716,0,2978,456.7619047619,809.2216571967,654839.690476191,0,0,0,1,0,0,0,0,1,479.6,570.8,388.4,328,0,0,0,0,0,0,10,5708,10,3884,14600,26,3,32,0,0,0,0,0,0,0,0,BENIGN
2380,179.1.4.238-10.200.7.196-443-55721-6,10.200.7.196,55721,179.1.4.238,443,6,09/05/201709:09:49,605447,12,9,1335,12068,706,0,111.25,215.6862725855,4344,0,1340.8888888889,1529.5485808274,22137.3629731422,34.6851169467,30272.35,62019.261575294,221170,0,605447,55040.6363636364,78189.5823793333,221170,1,417606,52200.75,73038.1599786812,221618,7,0,0,0,0,392,296,19.8200668267,14.86505012,0,4344,609.2272727273,1142.1110333738,1304417.61255411,0,0,0,1,0,0,0,0,0,638.2380952381,111.25,1340.8888888889,392,0,0,0,0,0,0,12,1335,9,12068,14600,23,4,32,0,0,0,0,0,0,0,0,BENIGN
2381,198.74.58.104-10.200.7.196-22-43675-6,10.200.7.196,43675,198.74.58.104,22,6,09/05/201709:11:19,20101321,18,10,3029,1237,752,0,168.2777777778,196.4448150486,608,0,123.7,221.3172935955,212.2248582568,1.3929432797,744493.37037037,2046113.17821278,9620174,0,20101321,1182430.64705882,2500629.09981331,9620174,1093,454204,50467.1111111111,57763.0039502891,125299,0,0,0,0,0,584,328,0.8954635369,0.4974797427,0,752,147.1034482759,201.0737861773,40430.6674876847,0,0,0,1,0,0,0,0,0,152.3571428571,168.2777777778,123.7,584,0,0,0,0,0,0,18,3029,10,1237,14600,238,13,32,9868643,0,9868643,9868643,9620174,0,9620174,9620174,BENIGN
2382,10.200.7.196-46.101.82.115-37056-53-6,10.200.7.196,37056,46.101.82.115,53,6,09/05/201709:11:19,20197718,30,24,9663,7399,1448,0,322.1,500.2627137401,1436,0,308.2916666667,540.7897991679,844.7488968803,2.6735693607,381089.018867925,1335477.04889207,6825406,0,20197718,696473.034482759,1756364.90164653,6825406,0,913605,39721.9565217391,72076.9740394243,199522,0,0,0,0,0,1036,788,1.4853163115,1.1882530492,0,1448,310.2181818182,510.7114388159,260826.173737374,0,0,0,1,0,0,0,0,0,315.962962963,322.1,308.2916666667,1036,0,0,0,0,0,0,30,9663,24,7399,14600,407,17,32,7021347,0,7021347,7021347,6350965,0,6350965,6350965,BENIGN
